"","Metabolite","Max_Correlation","mean_top5","min_top5","Lag","ci_lower","ci_upper","significant","Phase_deg","Phase_rad","Timing","Amplitude"
"255","361.21025/8.097",0.443289961536555,0.405565107219255,0.375160631901405,-20,-0.237310693084221,0.232877644480397,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.60885820170422
"256","335.84497/0.894",0.442881215230933,0.415734294807003,0.387050806108027,-20,-0.236676395268636,0.233708300015316,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.94168504081513
"257","367.25729/8.795",0.442501449415363,0.40714497723222,0.378604688615915,-1,-0.224097295086393,0.21464323499889,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.48013821983744
"258","296.14721/2.906",0.44121474234614,0.424106832081595,0.397205887321806,2,-0.230781196083317,0.234808771783737,TRUE,13.8461538461538,0.241660973353061,"Synchronous",2.03133503493799
"259","278.07674/3.943",0.440793269453568,0.431031845315113,0.419825798216602,25,-0.233363809262843,0.235557196264598,TRUE,173.076923076923,3.02076216691326,"After Tb",1.46005786022898
"260","2-Hydroxy-3-(2,3,4-Trimethoxyphenyl)Propanoic Acid",0.440793269453568,0.431031845315113,0.419825798216602,25,-0.233363809262843,0.235557196264598,TRUE,173.076923076923,3.02076216691326,"After Tb",1.46049894037263
"261","297.17883/2.296",0.440435245562292,0.42055244649402,0.393572200421132,2,-0.235191894230417,0.23182272986882,TRUE,13.8461538461538,0.241660973353061,"Synchronous",2.59044219550326
"262","250.08181/3.969",0.439655540442704,0.426612935862958,0.412274346719802,24,-0.234875189210152,0.243159790012201,TRUE,166.153846153846,2.89993168023673,"After Tb",2.49516946749054
"263","277.88615/0.891",0.439631070511623,0.417182190689777,0.388548737284225,-20,-0.236392027685634,0.232609011556978,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.68573198147413
"264","Ethyl Acetate",0.439153372207003,0.413185550763388,0.387284277992058,-20,-0.231599002248618,0.228974819913808,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.53074558928262
"265","218.91603/0.894",0.43835314899426,0.423962007734563,0.410154109377032,0,-0.233157267091982,0.227244649040356,TRUE,0,0,"Synchronous",1.01576429860132
"266","Metirosine",0.43776036202389,0.432228824374663,0.426607057920651,22,-0.245398155633307,0.242284123073779,TRUE,152.307692307692,2.65827070688367,"After Tb",1.73837532848877
"267","262.15455/7.904",0.437710389195645,0.408415280082654,0.361690987912655,0,-0.22368828366641,0.222836902785051,TRUE,0,0,"Synchronous",1.82376335372206
"268","413.22937/9.189",0.437432003773417,0.390999577985421,0.35413857288014,-1,-0.228862805566345,0.219428452675234,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.89493075557882
"269","Choline",0.43643149932857,0.414314868244732,0.39944582995584,3,-0.238353686632198,0.244630226039196,TRUE,20.7692307692308,0.362491460029592,"After Tb",2.66196293259592
"270","298.1393/3.037",0.435986549143783,0.410357995324739,0.378978167820351,-1,-0.234902759457315,0.232066646151956,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.65307615845307
"271","313.17376/2.907",0.435514627292557,0.418607096067771,0.399440488656903,2,-0.230091862711994,0.236228040804818,TRUE,13.8461538461538,0.241660973353061,"Synchronous",2.0616868424778
"272","331.19965/5.225",0.435019200195508,0.380648115928943,0.346335283286749,-20,-0.233594537212086,0.237956652923522,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.50163003725693
"273","319.1996/4.539",0.434109265666365,0.399487631013171,0.371303730434977,1,-0.229301420605207,0.22956361969089,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.49244698792185
"274","Triacetonamine",0.433521192727766,0.414626287958111,0.402236388004467,28,-0.238653795052196,0.245727549102535,TRUE,193.846153846154,3.38325362694285,"Precedes Tb",2.04136702290956
"275","400.17118/8.781",0.433454464996907,0.408234971181731,0.394475716020462,-17,-0.236996516691265,0.233169634002945,TRUE,242.307692307692,4.22906703367857,"Precedes Tb",1.74258438269562
"276","465.72169/0.905",0.43268939228016,0.392357508770992,0.365920434488411,0,-0.222635567160878,0.224042180940869,TRUE,0,0,"Synchronous",2.20441056078736
"277","268.12872/4.176",0.432148979533147,0.40884676069722,0.367701755459171,1,-0.22842249231117,0.225867694777565,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.58042935602968
"278","180.07631/7.976",0.432144550892043,0.407226929968795,0.373694689580413,-18,-0.233744834466434,0.22824723394747,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",2.10688726434244
"279","327.16835/6.126",0.431501155467196,0.404935602775576,0.391672092899002,-20,-0.238761201988072,0.239090808844493,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.62877300739363
"280","N-Undecanoylglycine",0.431272051358024,0.39595959740749,0.36364732040409,-20,-0.235574444590104,0.230421331805063,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.43540734432292
"281","310.17578/4.523",0.430661009636498,0.407643198591023,0.37759414351713,1,-0.213276809943996,0.217409816323589,TRUE,6.92307692307692,0.120830486676531,"Synchronous",2.40687550269533
"282","222.9819/0.821",0.430583657681519,0.388700914145462,0.35313230874105,1,-0.231601741846285,0.224652646510171,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.98233216704392
"283","305.18392/2.927",0.4304655745648,0.404034421054632,0.369865213429707,2,-0.23685659992091,0.235368362464722,TRUE,13.8461538461538,0.241660973353061,"Synchronous",2.14975255302526
"284","245.12636/2.401",0.429925084440333,0.407768762376138,0.361563576668019,-19,-0.239501010912403,0.23761513184111,TRUE,228.461538461538,3.98740606032551,"Precedes Tb",1.60145265319107
"285","297.19169/9.096",0.429917444537333,0.412873292028662,0.389715935810794,-24,-0.237078741474521,0.239531611001818,TRUE,193.846153846154,3.38325362694285,"Precedes Tb",2.48484317935729
"286","225.0089/2.88",0.429489391171788,0.393410336861907,0.346481210541388,0,-0.234651810186186,0.234098980532594,TRUE,0,0,"Synchronous",2.10685503471176
"287","Metipranolol",0.428233636021123,0.407882184060454,0.365190238162375,-18,-0.228240452287302,0.221776601229577,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",1.74356996001241
"288","Lorbamate",0.427780952958422,0.382489235354556,0.354852535871362,-20,-0.226150963331342,0.220436345179928,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",2.02623233482046
"289","N-Nitrosoproline",0.427251342591219,0.39345618499953,0.378458454217429,-20,-0.237380254861658,0.23847036325317,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",2.55034248218375
"290","382.26977/14.294",0.426198191965646,0.372313765461074,0.296358298352627,0,-0.227340285825723,0.226344639194233,TRUE,0,0,"Synchronous",2.54381434592398
"291","Np-001422",0.425533369636007,0.400667040015982,0.357092786443313,1,-0.22624663626547,0.213877490050281,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.41212302337584
"292","235.14202/2.391",0.424762433697508,0.389909013930158,0.338493672255908,-18,-0.241060476677639,0.236718512804756,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",2.0112992336419
"293","252.13382/6.276",0.424521363099313,0.386217795290247,0.358142405288499,-1,-0.228398566817002,0.223142148722896,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.68967058990728
"294","269.14749/2.291",0.423642178520857,0.395228758554967,0.369564524565194,1,-0.227301813318308,0.229883639827838,TRUE,6.92307692307692,0.120830486676531,"Synchronous",2.04298893019518
"295","331.16326/6.36",0.423205043788498,0.409859662628103,0.400335894765752,-20,-0.234101475403607,0.239026942301289,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.62267770443068
"296","Daminozide",0.422893951897119,0.384061338365538,0.347932612446745,0,-0.222831826681733,0.237992636604177,TRUE,0,0,"Synchronous",2.47138707181032
"297","384.17638/9.33",0.421891532392507,0.393872566112197,0.369724485223778,-18,-0.223929854421797,0.217653101298035,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",1.52830094604665
"298","120.0787/1.619",0.421738352517548,0.39118890730096,0.373136358892445,-20,-0.235818989385364,0.233718224197758,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.96518080643131
"299","240.06102/2.952",0.420657002458625,0.417899672850573,0.415776747124227,-25,-0.242404842766114,0.243708459242081,TRUE,186.923076923077,3.26242314026632,"Precedes Tb",1.54581413130814
"300","259.14202/3.466",0.420485816340931,0.383690055227899,0.348502751825166,-20,-0.235413424542118,0.229586406132914,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.50197311628761
"301","304.09239/5.873",0.420063769750847,0.411672298797375,0.406237514503423,-24,-0.237155456756173,0.238352148971708,TRUE,193.846153846154,3.38325362694285,"Precedes Tb",2.0826234985927
"302","2-Oxosuberate",0.419954683346508,0.396935533777349,0.376559527577408,-1,-0.235943870317448,0.231879805456149,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.86715271403029
"303","(2r)-N-(2s)-1-Amino-3-Cyclohexyl-1-Oxo-2-Propanyl-1-(Cyclohexylcarbonyl)-2-Piperazinecarboxamide",0.419692163326873,0.366503897879979,0.323119004888911,0,-0.226014662024893,0.224028485219863,TRUE,0,0,"Synchronous",1.55809262378011
"304","389.79194/0.901",0.418890314058492,0.40110145184246,0.37365895532724,1,-0.228944529305192,0.237761487946689,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.08021765622589
"305","Aminolevulinic Acid",0.418216684490116,0.403975742008844,0.392291557493262,-1,-0.226899927270885,0.226838895745437,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.98675959332446
"306","507.7064/0.903",0.417693351246145,0.395134761992223,0.355931337598876,0,-0.233193553446762,0.237682613862964,TRUE,0,0,"Synchronous",2.55846651563588
"307","326.13429/6.743",0.417458693403332,0.41297366700354,0.40914240195349,-24,-0.243351200829484,0.239870307312336,TRUE,193.846153846154,3.38325362694285,"Precedes Tb",1.8377353427628
"308","349.21023/8.622",0.417122137502715,0.390723279574378,0.352700471321436,-18,-0.23055854596119,0.220008176133873,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",2.44530962652083
"309","247.94698/1.336",0.416528300963624,0.371430637647499,0.332489811985583,-1,-0.230556745799408,0.238275341604795,TRUE,353.076923076923,6.16235482050306,"Synchronous",2.45890858424872
"310","213.91044/0.817",0.415771814220401,0.402015754719228,0.391983205441738,-20,-0.237930676180772,0.233808383992151,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.83823899378016
"311","Butyryl-L-Homoserine Lactone",0.415487794642927,0.372749351780746,0.342622955039817,-13,-0.234181273959274,0.231143849106749,TRUE,270,4.71238898038469,"Precedes Tb",2.08516648954303
"312","254.11304/2.985",0.414993845679347,0.38799214669279,0.36117046798197,-1,-0.224593291579521,0.227626625563987,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.71266124991516
"313","N-Acetyl-L-Glutamine",0.414417394783303,0.397857369754676,0.372239892972219,21,-0.220686304706302,0.228288054134954,TRUE,145.384615384615,2.53744022020714,"After Tb",2.00814316415815
"314","420.31021/11.088",0.413755989489032,0.380328416665584,0.338029800936948,-1,-0.219723771341366,0.220617132646463,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.45885721056606
"315","2-Morpholinoacetic Acid",0.413166775098882,0.384649979878845,0.355058274047242,0,-0.239071460719026,0.2413433380255,TRUE,0,0,"Synchronous",2.14732601312285
"316","Ethylparaben",0.412995682540482,0.365055853434951,0.322319916000758,0,-0.231756208821522,0.231124434249051,TRUE,0,0,"Synchronous",1.86021826261908
"317","240.09739/2.494",0.412909204815708,0.40059303970526,0.388590468723379,24,-0.239040873089114,0.235430460471679,TRUE,166.153846153846,2.89993168023673,"After Tb",1.60356725935721
"318","354.21322/14.054",0.412524791294827,0.376301388607237,0.346195183679747,-20,-0.232812503443403,0.226124848955444,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.98748509002337
"319","O-Propenoyl-D-Carnitine",0.412274056320944,0.3832409915701,0.355164310140684,1,-0.227007515791708,0.220739612012004,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.62185158992701
"320","(4s)-4-(6-Carboxyhexanoyl)Oxy-4-(Trimethylammonio)Butanoate",0.411848399824379,0.380352415117456,0.334999396690966,-20,-0.230298459260586,0.228038659590354,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.41971134258464
"321","260.1389/7.702",0.410546268971565,0.3943852091404,0.387174844033476,-20,-0.227921940304381,0.226481221914004,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.97364789336725
"322","289.99399/1.338",0.41052585236291,0.385769854437814,0.353167986551531,1,-0.231050496345252,0.241042275750375,TRUE,6.92307692307692,0.120830486676531,"Synchronous",2.45116433021982
"323","406.29456/11.088",0.409448180580481,0.385487503290537,0.356942112853676,-1,-0.233624307324468,0.222385964400872,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.78343135022455
"324","333.17887/3.1",0.409205581561589,0.366097249465875,0.317390417457127,-1,-0.23253282497188,0.241887966405076,TRUE,353.076923076923,6.16235482050306,"Synchronous",2.1663919566309
"325","321.21525/3.036",0.408843550602995,0.378893314970265,0.334232379093681,1,-0.231714997150373,0.232127377999013,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.80130019344078
"326","212.01656/1.325",0.408208438999125,0.376940220973346,0.345552024564409,-1,-0.224874609584467,0.230557689550562,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.98931243363633
"327","271.1421/5.311",0.408150988827239,0.401117813840782,0.396880946013876,-20,-0.243942892597912,0.242834604738526,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.37587259710496
"328","115.00921/1.509",0.408117228562529,0.389262986038161,0.379962880585649,-18,-0.227140612259948,0.233129421248129,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",2.82191656146565
"329","267.85735/0.897",0.407851288995817,0.38567586866259,0.335670215659523,-18,-0.234995825104537,0.231756729719791,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",1.7815022377151
"330","296.1601/7.287",0.407626277311993,0.37796213586457,0.3553207914407,1,-0.222690516414685,0.224957368327081,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.67813380108704
"331","254.93697/0.789",0.406386986652474,0.387484794193101,0.377432144411813,-20,-0.237999601021407,0.229811259138582,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",2.16804779623674
"332","327.16831/7.882",0.404576404844393,0.377677115810006,0.330413267697207,-18,-0.230081410863362,0.224975383525218,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",1.52422845862908
"333","278.07673/3.627",0.404218703945069,0.393526292891318,0.384498960260871,24,-0.238112719515642,0.236647846615668,TRUE,166.153846153846,2.89993168023673,"After Tb",1.86291616266846
"334","331.19957/4.001",0.403639990164148,0.35132559082589,0.30091122794169,-20,-0.232659337020117,0.227390248002711,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.37219815041086
"335","242.11308/1.447",0.402784709704403,0.370479229819332,0.323352777962907,-1,-0.218824692947899,0.225844617710528,TRUE,353.076923076923,6.16235482050306,"Synchronous",2.353628412797
"336","277.15259/2.449",0.402616347617551,0.380456138174096,0.347794797262749,2,-0.231902132737684,0.227915169743705,TRUE,13.8461538461538,0.241660973353061,"Synchronous",1.69978074767406
"337","350.17072/11.044",0.402360242244328,0.357236002869676,0.325410521828017,-1,-0.226424472425021,0.220538867330644,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.37307838566872
"338","250.08176/3.443",0.399953868516441,0.362376852806958,0.327558058562305,-1,-0.228417212566504,0.2308053271066,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.81506035439024
"339","331.1996/4.29",0.399283302642642,0.372080992556319,0.355284010928042,-20,-0.23441121658886,0.230764826024832,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.29570691109116
"340","323.19458/4.244",0.399237707746983,0.370982920493437,0.32976674381234,1,-0.223717478093965,0.217124150020653,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.46015316536327
"341","Glutarylcarnitine",0.398938722652483,0.369022833191409,0.321940962768725,-20,-0.231079658970661,0.226942006319943,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.54228216164104
"342","347.23094/6.994",0.396509571446686,0.374253623238604,0.338557952471516,1,-0.234905120082043,0.228612153889367,TRUE,6.92307692307692,0.120830486676531,"Synchronous",2.34011338448672
"343","Piracetam",0.396036678388185,0.376349993249701,0.348952241104279,3,-0.200189681251514,0.233385333064626,TRUE,20.7692307692308,0.362491460029592,"After Tb",3.87257286657267
"344","286.14177/5.941",0.394022838325595,0.380656800404404,0.368372058173901,-26,-0.235059140463106,0.237956486915189,TRUE,180,3.14159265358979,"Precedes Tb",2.71521098127186
"345","3-Methylbutanoic Acid",0.393414142728277,0.372979910212566,0.347681496931124,-20,-0.239581781833166,0.231695401241552,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.93816970360651
"346","451.19577/10.417",0.392859623105914,0.358902170579963,0.314944026035503,0,-0.212307980766259,0.221365578138135,TRUE,0,0,"Synchronous",2.44544999529691
"347","2,3,4,5-Tetrahydrodipicolinic Acid",0.391122241529724,0.378250587111116,0.355365003079578,21,-0.22198336253239,0.225854035075223,TRUE,145.384615384615,2.53744022020714,"After Tb",2.2998226997139
"348","Otonecine",0.390841186280057,0.349589192555129,0.307226620631354,-13,-0.233875432584042,0.228289210680598,TRUE,270,4.71238898038469,"Precedes Tb",2.02072193684187
"349","220.10761/5.088",0.390108119195258,0.378879176976567,0.358562637995395,-24,-0.228283838693594,0.227841036581139,TRUE,193.846153846154,3.38325362694285,"Precedes Tb",1.88144150161984
"350","286.14172/4.196",0.390071246816581,0.373291226135341,0.36369370356503,-18,-0.238679048726129,0.235446597784519,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",1.88315853913136
"351","Lotaustralin",0.388560911337471,0.367567651192243,0.347749179019249,-19,-0.239701768250851,0.237029772053537,TRUE,228.461538461538,3.98740606032551,"Precedes Tb",1.67022639199055
"352","Chloralodol",0.388152129623344,0.365154566501841,0.340670730979889,2,-0.246335092365189,0.238069555258291,TRUE,13.8461538461538,0.241660973353061,"Synchronous",1.67055008131316
"353","304.20728/14.688",0.387784055548708,0.382692224336166,0.380260930563191,-22,-0.233257269358588,0.235971471255189,TRUE,207.692307692308,3.62491460029591,"Precedes Tb",2.05228385369873
"354","271.14209/5.438",0.38677014372067,0.377001406196211,0.371872944780966,-20,-0.239662653286641,0.242953034158596,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.3205387641784
"355","2-Butylfuran",0.385928768314821,0.362180426528708,0.338251051964655,0,-0.233975802886469,0.236660362998951,TRUE,0,0,"Synchronous",2.20756747964157
"356","Np-020401",0.38559506292878,0.358843606522466,0.318742405291497,-18,-0.232242520796882,0.226513710538172,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",1.59739493705176
"357","314.02264/8.802",0.385532863366703,0.352727269188465,0.313975009961442,-1,-0.231063448718424,0.225102153880024,TRUE,353.076923076923,6.16235482050306,"Synchronous",2.03069237000057
"358","304.09243/5.665",0.383588815641208,0.364153978345006,0.338888438328867,27,-0.23435493221207,0.234005500166203,TRUE,186.923076923077,3.26242314026632,"Precedes Tb",2.29526833170725
"359","283.90314/0.89",0.383247622043997,0.364862387168391,0.333458176511099,1,-0.231673383865791,0.229936537060266,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.18822807116938
"360","397.219/13.03",0.3828618632974,0.350958061970573,0.322978887051784,-20,-0.225953972937411,0.225143639135821,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",2.20697844510924
"361","375.23708/13.028",0.3828618632974,0.350958061970573,0.322978887051784,-20,-0.225953972937411,0.225143639135821,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",2.20788042989755
"362","Cyclohexylamine",0.382777092982373,0.374108731988684,0.360228358333828,25,-0.23530784494897,0.240304950310119,TRUE,173.076923076923,3.02076216691326,"After Tb",3.17000808386199
"363","280.16523/6.017",0.382617338217664,0.34225098386577,0.310925314531176,-1,-0.221322852320309,0.215780793457808,TRUE,353.076923076923,6.16235482050306,"Synchronous",2.16374162018695
"364","767.53312/11.093",0.382099866781176,0.348860017697196,0.311944044274598,-2,-0.229692319454031,0.224631102053972,TRUE,346.153846153846,6.04152433382653,"Synchronous",1.84257667553324
"365","Stachydrine",0.382091261813594,0.354708594355547,0.316134792282939,-1,-0.196642984172635,0.218164970278557,TRUE,353.076923076923,6.16235482050306,"Synchronous",4.73309196646562
"366","259.14204/4.341",0.381911000040821,0.378209504291881,0.372773699194079,23,-0.241993851838727,0.235398001328312,TRUE,159.230769230769,2.7791011935602,"After Tb",1.39856375155583
"367","344.12399/4.24",0.381729443870815,0.349823175632641,0.308264801010684,-1,-0.218820867070403,0.218482919296135,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.79905234800733
"368","259.00303/0.788",0.381169091668429,0.344929815471452,0.313128045687475,3,-0.230806575777292,0.22982400312008,TRUE,20.7692307692308,0.362491460029592,"After Tb",2.03421548925129
"369","229.95383/8.802",0.380002100032521,0.352747017318308,0.314071443483203,-1,-0.230551934469559,0.226892955653568,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.80612690415376
"370","(3s,6r,7s)-6,7-Dihydroxy-8-Methyl-8-Azabicyclo3.2.1oct-3-Yl (2e)-2-Methyl-2-Butenoate",0.379902536093231,0.353275824494053,0.330879098374239,-1,-0.221394718515443,0.217991889918714,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.60560611048097
"371","327.93173/8.469",0.378256033101102,0.360547704251119,0.329852916864189,-2,-0.230631993655857,0.233146975924264,TRUE,346.153846153846,6.04152433382653,"Synchronous",1.86882267793478
"372","240.09738/2.39",0.37783639390882,0.370834020304356,0.362267287825907,24,-0.239337564167119,0.241249354297045,TRUE,166.153846153846,2.89993168023673,"After Tb",1.70625916653966
"373","322.21211/12.145",0.377494590464066,0.3410725516377,0.303032423236256,0,-0.233865928012361,0.235319869346766,TRUE,0,0,"Synchronous",1.71258643241965
"374","450.35593/9.848",0.376960115471034,0.323431108183375,0.264288489560265,0,-0.21342745060424,0.224605011946868,TRUE,0,0,"Synchronous",2.22041837360678
"375","238.0454/3.781",0.37562549913592,0.366229098562193,0.344982611113301,24,-0.236361522610971,0.242185969287554,TRUE,166.153846153846,2.89993168023673,"After Tb",1.84668912164142
"376","287.17334/4.34",0.375054838028549,0.364934042818337,0.347700363861137,21,-0.22988535585161,0.231396647852548,TRUE,145.384615384615,2.53744022020714,"After Tb",1.30990312202614
"377","3-(3-Hydroxyheptanoyl)Oxy-4-(Trimethylammonio)Butanoate",0.373992039589373,0.335080082820295,0.289873044604238,-20,-0.228644122906482,0.227993705602549,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.44910259750602
"378","379.22098/5.35",0.373648942618788,0.345160105117058,0.329616120971846,-20,-0.233936640574447,0.228316310194101,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.81571693489273
"379","254.07667/2.443",0.373242055201445,0.356298532929447,0.320076372634661,1,-0.233538949955152,0.236055912042388,TRUE,6.92307692307692,0.120830486676531,"Synchronous",2.27869670969435
"380","264.13385/5.861",0.372888333125185,0.34997397723186,0.329991527621024,1,-0.232015578874631,0.236145003426579,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.97760533944426
"381","287.17341/4.76",0.372122214365729,0.328502584388755,0.271063463838337,-19,-0.228695826152695,0.236399016834858,TRUE,228.461538461538,3.98740606032551,"Precedes Tb",2.45438152335081
"382","517.73552/0.899",0.371544166667998,0.336371294873096,0.282879571707339,0,-0.231919978373844,0.231799689397625,TRUE,0,0,"Synchronous",1.68439241802117
"383","349.88571/0.864",0.37074545775287,0.364234552546931,0.358565110043926,-19,-0.234911843929826,0.228331548929772,TRUE,228.461538461538,3.98740606032551,"Precedes Tb",1.79029598714726
"384","O-Heptanoylcarnitine",0.370743914102412,0.348472542228975,0.31530079046205,1,-0.235163162303193,0.232162008795356,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.2219090953708
"385","213.17294/7.048",0.370623384539062,0.355982303203877,0.341310867827334,-1,-0.203595441661759,0.217099533526089,TRUE,353.076923076923,6.16235482050306,"Synchronous",3.74456618285471
"386","282.08706/3.634",0.370092352385884,0.34578706919126,0.327828670418579,26,-0.236107859556342,0.241974765179893,TRUE,180,3.14159265358979,"Precedes Tb",1.56406886594393
"387","294.18083/9.017",0.370044799780928,0.324929789104905,0.282983443030169,-1,-0.216974248529585,0.210351065323402,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.46104656450461
"388","343.16335/4.227",0.369818182059492,0.328151385933282,0.294457299692515,-20,-0.240277697130639,0.23605271290898,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.74880981309632
"389","481.22919/4.248",0.369390461654612,0.354183894433069,0.342825580796431,23,-0.234444154875095,0.242568942191717,TRUE,159.230769230769,2.7791011935602,"After Tb",2.22018555063049
"390","399.82069/0.896",0.368848928939782,0.331174455962866,0.290078372063235,1,-0.228213702912857,0.226559260156331,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.24339084421948
"391","341.86191/0.894",0.368438609214897,0.338598419988738,0.310989625951456,1,-0.224832290095219,0.221373345899984,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.05166114075265
"392","287.17334/4.428",0.368213457283801,0.336814248991749,0.317149021781484,-20,-0.234890373459405,0.231297991363489,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.31308437563649
"393","417.87335/0.866",0.368192336067402,0.360485322138809,0.346443366757378,23,-0.229338091245333,0.231591416722798,TRUE,159.230769230769,2.7791011935602,"After Tb",2.07428693116265
"394","368.9176/0.787",0.367835979072473,0.337127717949248,0.309231214369374,21,-0.232442546613287,0.233709223637192,TRUE,145.384615384615,2.53744022020714,"After Tb",1.83942026630863
"395","565.66538/0.905",0.367663123511055,0.351106646439441,0.318675331860487,0,-0.230969590422579,0.228134336750895,TRUE,0,0,"Synchronous",2.09351419733442
"396","298.08201/4.842",0.367009038550665,0.352642605391515,0.340413410297061,23,-0.236112029444167,0.238109180532557,TRUE,159.230769230769,2.7791011935602,"After Tb",1.38830575975574
"397","210.08685/2.238",0.366990975266147,0.344302655512832,0.311778743911234,-1,-0.229319022392862,0.234085787213734,TRUE,353.076923076923,6.16235482050306,"Synchronous",2.44547358268378
"398","325.2618/8.316",0.366149743190482,0.339061362378337,0.317011023862047,-20,-0.233132520058507,0.231956079492671,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.79190579369683
"399","335.23093/4.871",0.366101781949398,0.349013559744375,0.331298136683592,2,-0.239474247357369,0.229609297110773,TRUE,13.8461538461538,0.241660973353061,"Synchronous",1.44682777159102
"400","226.20459/6.442",0.365839365201353,0.34829921237949,0.317917972434213,-3,-0.237556375002882,0.236864975896693,TRUE,339.230769230769,5.92069384714999,"Precedes Tb",2.703405059733
"401","(3s)-3-(1,3-Dihydroxypentyl)Oxy-4-(Trimethylammonio)Butanoate",0.364843122923774,0.330663418255039,0.289817523511862,-20,-0.237311008991611,0.234832804872168,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.57227239203
"402","N-Cyclopropyl (2e,6z)-Nonadienamide",0.364657040559867,0.332794830154367,0.280933872875036,-18,-0.224139920331954,0.221131746623264,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",1.79742706304756
"403","Bam",0.364323660571406,0.3345861812713,0.306243213210296,-2,-0.224172928677837,0.227553990814873,TRUE,346.153846153846,6.04152433382653,"Synchronous",2.13916579538581
"404","Indole-3-Carboxilic Acid-O-Sulphate",0.364295932388973,0.349408354084408,0.333357476546238,0,-0.228938498192026,0.231179522755557,TRUE,0,0,"Synchronous",2.18227162468173
"405","250.04542/6.057",0.364065609356029,0.32688046039563,0.299116955813512,0,-0.211276694852206,0.229771094485476,TRUE,0,0,"Synchronous",2.98161575482624
